id,term_in_arabic,new_term_in_arabic,term_in_arabic_normalized,definition_in_english,part_of_speech,is_from_french,is_vulgar,french,example_sentence_in_arabic,example_sentence_in_arabic_normalized,example_sentence_in_english
1499,حَاجَة هَايْلَة,,حاجة هايلة,something great,PHR,False,False,,إنّك تبقى صحتك جيدة فوق الخمسين سنا حاجة باهية,إنك تبقى صحتك جيدة فوق الخمسين سنا حاجة باهية,"If your health remains good past fifty years, that's a good thing."
1500,حَاجَة وَاحِدْ يِتْجَنَّبْهَا,,حاجة واحد يتجنبها,something to avoid,PHR,False,False,,المخدرات حاجة واحد يتجنبها,المخدرات حاجة واحد يتجنبها,Drugs are something people should avoid.
1501,حَاجَة وَارْدَة,,حاجة واردة,something likely to happen,PHR,False,False,,العواصف و الأعاصير حاجة واردة في أمريكيا,العواصف و الأعاصير حاجة واردة في أمريكيا,Storms and tornados are likely to happen in the U.S.
1502,حَاجَة يِجْهِلْهَا,,حاجة يجهلها,something that someone ignores,PHR,False,False,,"ما يعرش يستعمل أرديناتور,التكنولوجيا حاجة يجهلها","ما يعرش يستعمل أرديناتور,التكنولوجيا حاجة يجهلها",He doesn't know how to use a computer; he's ignorant of electronic things.
1503,حَاجْتُو,,حاجتو,he needs (something),V,False,False,,خويا الصغير ما يحبش شكون يمسلو حاجتو,خويا الصغير ما يحبش شكون يمسلو حاجتو,My younger brother doesn't like people to touch his things.
1505,حَاجْتُو بِنْصِيحَة,,حاجتو بنصيحة,he needs advice,V,False,False,,كلم الطبيب متاعو خاتر حاجتو بنصيحة باش يعرف كيفاه يعمل ريجيم,كلم الطبيب متاعو خاتر حاجتو بنصيحة باش يعرف كيفاه يعمل ريجيم,He called his doctor because he needed advice on how to diet.
1506,حَاجِجْ,,حاجج,"to argue, give proof",V,False,False,,المذيع قعد يحاجج في الضيف متاع البرنامج في ما يخص تورطو في قضيّة,المذيع قعد يحاجج في الضيف متاع البرنامج في ما يخص تورطو في قضية,The host kept making the guest on the show give proof regarding his involvement in the matter.
1506,حَاجِجْ,,حاجج,on the pilgrimage to Mecca,V,False,False,,سمير حاجج للمكة العام الجاي,سمير حاجج للمكة العام الجاي,Samir is going on a pilgrimage to Mecca next year.
1507,حَاجِزْ,,حاجز,"barrier, obstacle",N,False,False,,بين تونس و ليبيا الحكومة عاملة حاجز في الصحرا,بين تونس و ليبيا الحكومة عاملة حاجز في الصحرا,The government is making a barrier in the Sahara between Tunisia and Libya.
1508,حَاحَى,,حاحى,to yell and make voices to bring out the pigs from the forest mountains while hunting,V,False,False,,حاحى عالحلوف باش يخرج مالغابة,حاحى عالحلوف باش يخرج مالغابة,He yelled for the pig so it would come out from the forest.
1509,حادِثْ,,حادث,accident,N,False,False,,"في لوتوروت ليوم في الصباح صار حادث شنيع,كميون ضرب كرهبة","في لوتوروت ليوم في الصباح صار حادث شنيع,كميون ضرب كرهبة",This morning there was a bad accident on the Autoroute; a big truck hit a car.
1510,حَادْثَة,,حادثة,incident,N,False,False,,"بعد حادثة السرقة إلي صارت في البنك,مدير البنك ركّب كاميراوات جدد","بعد حادثة السرقة إلي صارت في البنك,مدير البنك ركب كاميراوات جدد","After the incident of theft occurred at the bank, the bank manager installed new cameras."
1511,حَاذِرْ,,حاذر,"beware of, careful",ADJ,False,False,,حاذر وجود منحدر,حاذر وجود منحدر,"Beware, incline"
1512,حَاذَقْ,,حاذق,someone who does things in a perfect way and is active,ADJ,False,False,,سامي حاذق في أمور التطيب و الكوجينة,سامي حاذق في أمور التطيب و الكوجينة,Sami is perfect in cooking and kitchen things.
1513,حَارْ,,حار,spicy,ADJ,False,False,,"أمي طيبت روز حار,حطت فيه برشا فلفل و هريسة","أمي طيبت روز حار,حطت فيه برشا فلفل و هريسة",My mom made some spicy rice; she put lots of peppers and harissa in it.
1514,حَارِبْ,,حارب,"fighting, making war",V,False,False,,حنّبل حارب ضد روما,حنبل حارب ضد روما,Hannibal fought against Rome.
1515,حارب تَحْتْ لِوَاءْ,,حارب تحت لواء,fighting under the banner of a belief or idea,V,False,False,,حارب تحت لواء حرية التعبير,حارب تحت لواء حرية التعبير,He is fighting under the banner of freedom of speech.
1516,حَارَة,,حارة,4 items of something (e.g. eggs),N,False,False,,إمشي للعطار جيبلي حارة عظم,إمشي للعطار جيبلي حارة عظم,Go to the store and bring me four eggs.
1517,حَارِسْ,,حارس,guard,N,False,False,,حارس الإدارة  ديما يرقد في الليل فيعوض ما يبات يعس,حارس الإدارة  ديما يرقد في الليل فيعوض ما يبات يعس,The office guard always sleeps at night instead of staying up and guarding.
1518,حَارِسْ العِمَارَة,,حارس العمارة,apartment building guard,N,False,False,,حارس العمارة عندو أسامي المتساكنين,حارس العمارة عندو أسامي المتساكنين,The apartment building guard has the names of the residents.
1519,حَارِسْ النَّارْ,,حارس النار,someone who assures that the fire keeps burning,N,False,False,,حي الكشافة ديما يشعلو نار في الليل يبقى يحرس فاها إلي يسميوه حارس النار,حي الكشافة ديما يشعلو نار في الليل يبقى يحرس فاها إلي يسميوه حارس النار,The scouts always light a light at night that stays on guard; they call it the night guard.
1520,حَارِسْ شَخْصِي,,حارس شخصي,"personal security, body gard",N,False,False,,الحارس الشخصي مهمتو إنو يحمي إلي يوضف فيه,الحارس الشخصي مهمتو إنو يحمي إلي يوضف فيه,A bodyguard's mission is to protect the person under his charge.
1521,حَارِمْ رُوحُو,,حارم روحو,someone preventing himself from good things,V,False,False,,حارم روحو مالحاجات الباهية باش يوفر لعايلتو,حارم روحو مالحاجات الباهية باش يوفر لعايلتو,He denies himself good things in order to provide for his family.
1522,حَازَقْ رُوحُو فِي المَصْرُوفْ,,حازق روحو في المصروف,someone who keeps himself from spending much money,V,False,False,,حازق روحو في المصروف باش ينجم شيري أرديناتور,حازق روحو في المصروف باش ينجم شيري أرديناتور,He keeps himself from spending too much money so that he'll be able to buy a computer.
1523,حَازِمْ,,حازم,"rigid, serious",ADJ,False,False,,مدير المدرسة حازم في ما يتعلق باحترام الوقت,مدير المدرسة حازم في ما يتعلق باحترام الوقت,The school's principal is rigid regarding time.
1523,حَازِمْ,,حازم,Hazem (man's name),ADJ,False,False,,ولد عمي اسمو حازم,ولد عمي اسمو حازم,My cousin's name is Hazem.
1524,حَاسّْ بْحَاجَة,,حاس بحاجة,"he feels something, it affects him",V,False,False,,كي شاف الطفلة حس بحاجة مفهمش حب ولّا حاجة اخرى,كي شاف الطفلة حس بحاجة مفهمش حب ولا حاجة اخرى,When he saw the girl he felt something he didn't understand - love or something else.
1525,حَاسّْ عْلِيهْ,,حاس عليه,he empathizes with him,V,False,False,,بوه حاس عليه من نهارت لي دخل للصبيطار و هو متحيّر,بوه حاس عليه من نهارت لي دخل للصبيطار و هو متحير,His dad empathized with him from the days when he went to the hospital; he was worried for him.
1526,حَاسِبْ روحو,,حاسب روحو,he thinks of himself as (often something important),V,False,False,,حاسب روحو زورو لابس بالاكحل و لابس طربوشة,حاسب روحو زورو لابس بالاكحل و لابس طربوشة,He thinks of himself as Zoro; he wears black and a hat.
1527,حَاسِبْهَا,,حاسبها,to consider something…,V,False,False,,حاسبها ساهلة طلعتلو صعيبة,حاسبها ساهلة طلعتلو صعيبة,"He thought it would be easy, but it turned out to be hard."
1528,حَاسَّة,,حاسة,sense,N,False,False,,حاسّة الشم متاع الكلب قويّة,حاسة الشم متاع الكلب قوية,A dog's sense of smell is strong.
1529,حَاسَّة السَّادْسَة,,حاسة السادسة,sixth sense,N,False,False,,الحاسّة السادسة تخليك تعرف حاجات,الحاسة السادسة تخليك تعرف حاجات,The sixth sense allows you to know things.
1530,حَاسَّة الشَّمْ,,حاسة الشم,sense of smell,N,False,False,,الكلب عَنْدُوحاسّة شم قويّة,الكلب عندوحاسة شم قوية,A dog's sense of smell is strong.
1531,حَاسِيلُو,,حاسيلو,"in any case, so, anyway",ADV,False,False,,حاسيلو تو نتقابلو مباعد,حاسيلو تو نتقابلو مباعد,"Anyways, we will meet afterward."
1535,حَاشِمْ,,حاشم,"shy, embarassed",ADJ,False,False,,جبت معدل خايب في القراية و قعدت حاشم باش نقول لبابا يعطيني مصروف,جبت معدل خايب في القراية و قعدت حاشم باش نقول لبابا يعطيني مصروف,I got a bad grade in school and was ashamed to ask my dad to give me my allowance.
1536,حَاشَى,,حاشى,"to avoid, not on you (when saying dirty or possibly offensive word)",ADV,False,False,,سبلي أمي مباعد قالي حاشى أمّك,سبلي أمي مباعد قالي حاشى أمك,"He insulted my mom and then said, ""Not on your mom."""
